Term,Stamm,Sprache,Zeitraum
நத்தம்,नक्तमाल,Sanskrit,1500 BCE - present (liturgical/classical)
அருக்கன்,अर्क,Sanskrit,1500 BCE - present (liturgical/classical)
அருக்கன்வீதி,அருக்கன்,Tamil,300 BCE - present
அருக்கன்வீதி,வீதி,Tamil,300 BCE - present
கிரி,गिरि,Sanskrit,1500 BCE - present (liturgical/classical)
வெளிநாடு,வெளி,Tamil,300 BCE - present
வெளிநாடு,நாடு,Tamil,300 BCE - present
அம்பரம்,अम्बर,Sanskrit,1500 BCE - present (liturgical/classical)
கபோதகம்,कपोतिका,Sanskrit,1500 BCE - present (liturgical/classical)
கபோதம்,कपोत,Sanskrit,1500 BCE - present (liturgical/classical)
தேசீயவியக்கம்,தேசியம்,Tamil,300 BCE - present
தேசீயவியக்கம்,இயக்கம்,Tamil,300 BCE - present
அவர்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சச்சம்,सत्य,Sanskrit,1500 BCE - present (liturgical/classical)
சத்து,सत्,Sanskrit,1500 BCE - present (liturgical/classical)
நந்தி,नन्दि,Sanskrit,1500 BCE - present (liturgical/classical)
உருளைக்கிழங்கு,உருளை,Tamil,300 BCE - present
உருளைக்கிழங்கு,கிழங்கு,Tamil,300 BCE - present
காதை,कथा,Sanskrit,1500 BCE - present (liturgical/classical)
காதை,गाथा,Sanskrit,1500 BCE - present (liturgical/classical)
காதை,घात,Sanskrit,1500 BCE - present (liturgical/classical)
விரிகோணம்,விரி,Tamil,300 BCE - present
விரிகோணம்,கோணம்,Tamil,300 BCE - present
சிவளிகைக்கச்சு,சிவளிகை,Tamil,300 BCE - present
சிவளிகைக்கச்சு,கச்சு,Tamil,300 BCE - present
வாயின்மாடம்,வாயில்,Tamil,300 BCE - present
வாயின்மாடம்,மாடம்,Tamil,300 BCE - present
வாயு,वायु,Sanskrit,1500 BCE - present (liturgical/classical)
நட்டம்,नट,Sanskrit,1500 BCE - present (liturgical/classical)
மண்டபம்,मण्डप,Sanskrit,1500 BCE - present (liturgical/classical)
மஹால்,مَحَلّ,Arabic,600 CE - present
பாரதம்,भारत,Sanskrit,1500 BCE - present (liturgical/classical)
வெறுங்காய்,வெறு,Tamil,300 BCE - present
வெறுங்காய்,காய்,Tamil,300 BCE - present
வாய்க்கால்,வாய்,Tamil,300 BCE - present
வாய்க்கால்,கால்,Tamil,300 BCE - present
பண்டாரவாய்க்கால்,பண்டார,Tamil,300 BCE - present
பண்டாரவாய்க்கால்,வாய்,Tamil,300 BCE - present
பண்டாரவாய்க்கால்,கால்,Tamil,300 BCE - present
மதி,मति,Sanskrit,1500 BCE - present (liturgical/classical)
விடர்,वृष,Sanskrit,1500 BCE - present (liturgical/classical)
வாழை,*wāẓ-a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
முளரி,*muḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இளம்பிறை,இளம்,Tamil,300 BCE - present
இளம்பிறை,பிறை,Tamil,300 BCE - present
நிலாவெளிச்சம்,நிலா,Tamil,300 BCE - present
நிலாவெளிச்சம்,வெளிச்சம்,Tamil,300 BCE - present
நிலவொளி,நிலவு,Tamil,300 BCE - present
நிலவொளி,ஒளி,Tamil,300 BCE - present
சந்திரப்பிரபை,சந்திர,Tamil,300 BCE - present
சந்திரப்பிரபை,பிரபை,Tamil,300 BCE - present
சந்திரன்,चन्द्र,Sanskrit,1500 BCE - present (liturgical/classical)
பூகண்டம்,பூ,Tamil,300 BCE - present
பூகண்டம்,கண்டம்,Tamil,300 BCE - present
சந்திராதபம்,சந்திர,Tamil,300 BCE - present
சந்திராதபம்,தபம்,Tamil,300 BCE - present
புத்தாண்டு,புது,Tamil,300 BCE - present
புத்தாண்டு,ஆண்டு,Tamil,300 BCE - present
பிரபை,प्रभा,Sanskrit,1500 BCE - present (liturgical/classical)
சித்திரை,चित्रा,Sanskrit,1500 BCE - present (liturgical/classical)
அச்சுவினி,अश्विनी,Sanskrit,1500 BCE - present (liturgical/classical)
பரணி,भरणी,Sanskrit,1500 BCE - present (liturgical/classical)
கார்த்திகை,कृत्तिका,Sanskrit,1500 BCE - present (liturgical/classical)
உறுப்பிசைக்குறி,உறுப்பிசை,Tamil,300 BCE - present
உறுப்பிசைக்குறி,குறி,Tamil,300 BCE - present
மெய்ப்பாட்டிசைக்குறி,மெய்ப்பாட்டிசை,Tamil,300 BCE - present
மெய்ப்பாட்டிசைக்குறி,குறி,Tamil,300 BCE - present
இருப்புப்பாதை,இரும்பு,Tamil,300 BCE - present
இருப்புப்பாதை,பாதை,Tamil,300 BCE - present
வாராவதி,வார்,Tamil,300 BCE - present
வாராவதி,வதி,Tamil,300 BCE - present
வார்,वार्,Sanskrit,1500 BCE - present (liturgical/classical)
வார்,वर्ध्र,Sanskrit,1500 BCE - present (liturgical/classical)
அரண்மனை,அரண்,Tamil,300 BCE - present
அரண்மனை,மனை,Tamil,300 BCE - present
லங்கர்,لنگر,Persian,1000 CE - present
பர்ணம்,पर्ण,Sanskrit,1500 BCE - present (liturgical/classical)
பட்சி,पक्षिन्,Sanskrit,1500 BCE - present (liturgical/classical)
சிற்பம்,शिल्प,Sanskrit,1500 BCE - present (liturgical/classical)
சரித்திரம்,चरित्र,Sanskrit,1500 BCE - present (liturgical/classical)
வரலாறு,வரல்,Tamil,300 BCE - present
வரலாறு,ஆறு,Tamil,300 BCE - present
கல்வெட்டியல்,கல்வெட்டு,Tamil,300 BCE - present
கல்வெட்டியல்,இயல்,Tamil,300 BCE - present
கல்வெட்டு,கல்,Tamil,300 BCE - present
கல்வெட்டு,வெட்டு,Tamil,300 BCE - present
குகை,गुहा,Sanskrit,1500 BCE - present (liturgical/classical)
கற்பாழி,கல்,Tamil,300 BCE - present
கற்பாழி,பாழி,Tamil,300 BCE - present
சருமம்,चर्मन्,Sanskrit,1500 BCE - present (liturgical/classical)
சவால்,سؤال,Persian,1000 CE - present
சவால்,سُؤَال,Arabic,600 CE - present
சவால்,سوال,Urdu,not available
பேய்,प्रेत,Sanskrit,1500 BCE - present (liturgical/classical)
சிவப்புக்கல்,சிவப்பு,Tamil,300 BCE - present
சிவப்புக்கல்,கல்,Tamil,300 BCE - present
பச்சைக்கல்,பச்சை,Tamil,300 BCE - present
பச்சைக்கல்,கல்,Tamil,300 BCE - present
விசைத்தறி,விசை,Tamil,300 BCE - present
விசைத்தறி,தறி,Tamil,300 BCE - present
உரோமம்,𑀉𑀭𑁄𑀫𑀫𑁆,Old Tamil,300 BCE - 700 CE
உரோமம்,रोमन्,Sanskrit,1500 BCE - present (liturgical/classical)
முதலுதவி,முதல்,Tamil,300 BCE - present
முதலுதவி,உதவி,Tamil,300 BCE - present
விவசாயம்,व्यवसाय,Sanskrit,1500 BCE - present (liturgical/classical)
மழைக்காலம்,மழை,Tamil,300 BCE - present
மழைக்காலம்,காலம்,Tamil,300 BCE - present
கனமழை,கனம்,Tamil,300 BCE - present
கனமழை,மழை,Tamil,300 BCE - present
வேகம்,वेग,Sanskrit,1500 BCE - present (liturgical/classical)
நகரப்பதி,நகர்,Tamil,300 BCE - present
நகரப்பதி,பதி,Tamil,300 BCE - present
நகர்,𑀦𑀓𑀭𑁆,Old Tamil,300 BCE - 700 CE
நகர்,नगर,Sanskrit,1500 BCE - present (liturgical/classical)
நகரமாந்தர்,நகர்,Tamil,300 BCE - present
நகரமாந்தர்,மாந்தர்,Tamil,300 BCE - present
உச்சவம்,ucchava,Maharastri Prakrit,1 CE - 700 CE
கொல்லற்றுவேலை,கொல்லறு,Tamil,300 BCE - present
கொல்லற்றுவேலை,வேலை,Tamil,300 BCE - present
வேலைநேரம்,வேலை,Tamil,300 BCE - present
வேலைநேரம்,நேரம்,Tamil,300 BCE - present
வேலைநாணயம்,வேலை,Tamil,300 BCE - present
வேலைநாணயம்,நாணயம்,Tamil,300 BCE - present
வேலைக்கூலி,வேலை,Tamil,300 BCE - present
வேலைக்கூலி,கூலி,Tamil,300 BCE - present
கெட்டம்,गण्ड,Sanskrit,1500 BCE - present (liturgical/classical)
மாரடைப்பு,மார்,Tamil,300 BCE - present
மாரடைப்பு,அடைப்பு,Tamil,300 BCE - present
மாநிலம்,மா,Tamil,300 BCE - present
மாநிலம்,நிலம்,Tamil,300 BCE - present
அடைக்கலக்குருவி,அடைக்கலம்,Tamil,300 BCE - present
அடைக்கலக்குருவி,குருவி,Tamil,300 BCE - present
பழமொழி,பழ,Tamil,300 BCE - present
பழமொழி,மொழி,Tamil,300 BCE - present
பழம்பாடம்,பழம்,Tamil,300 BCE - present
பழம்பாடம்,பாடம்,Tamil,300 BCE - present
செங்கல்,செங்,Tamil,300 BCE - present
செங்கல்,கல்,Tamil,300 BCE - present
செங்கல்மால்,செங்கல்,Tamil,300 BCE - present
செங்கல்மால்,மால்,Tamil,300 BCE - present
கல்விநிலையம்,கல்வி,Tamil,300 BCE - present
கல்விநிலையம்,நிலையம்,Tamil,300 BCE - present
திநாரம்,दीनार,Sanskrit,1500 BCE - present (liturgical/classical)
திதி,तिथि,Sanskrit,1500 BCE - present (liturgical/classical)
திதி,स्थिति,Sanskrit,1500 BCE - present (liturgical/classical)
காற்றழுத்தம்,காற்று,Tamil,300 BCE - present
காற்றழுத்தம்,அழுத்தம்,Tamil,300 BCE - present
பெருச்சாளி,பெருத்த,Tamil,300 BCE - present
பெருச்சாளி,எலி,Tamil,300 BCE - present
காட்டுப்பயிர்,காடு,Tamil,300 BCE - present
காட்டுப்பயிர்,பயிர்,Tamil,300 BCE - present
வழிவகை,வழி,Tamil,300 BCE - present
வழிவகை,வகை,Tamil,300 BCE - present
சிற்றுண்டி,சிறுமை,Tamil,300 BCE - present
சிற்றுண்டி,உண்டி,Tamil,300 BCE - present
தனியா,धनिया,Hindi,not available
கோடாலி,कुठार,Sanskrit,1500 BCE - present (liturgical/classical)
பதவி,पदवी,Sanskrit,1500 BCE - present (liturgical/classical)
சீமைச்சீரகம்,சீமை,Tamil,300 BCE - present
சீமைச்சீரகம்,சீரகம்,Tamil,300 BCE - present
மஞ்சள்முள்ளங்கி,மஞ்சள்,Tamil,300 BCE - present
மஞ்சள்முள்ளங்கி,முள்ளங்கி,Tamil,300 BCE - present
சிற்றூர்,சிறிய,Tamil,300 BCE - present
சிற்றூர்,ஊர்,Tamil,300 BCE - present
பணவீக்கம்,பணம்,Tamil,300 BCE - present
பணவீக்கம்,வீக்கம்,Tamil,300 BCE - present
பணப்பை,பணம்,Tamil,300 BCE - present
பணப்பை,பை,Tamil,300 BCE - present
ஊர்வலம்,ஊர்,Tamil,300 BCE - present
ஊர்வலம்,வலம்,Tamil,300 BCE - present
போதைப்பழக்கம்,போதை,Tamil,300 BCE - present
போதைப்பழக்கம்,பழக்கம்,Tamil,300 BCE - present
அந்த,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அனை,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அங்கண்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அங்கு,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அங்கே,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அங்கோடிங்கோடு,அங்கோடு,Tamil,300 BCE - present
அங்கோடிங்கோடு,இங்கோடு,Tamil,300 BCE - present
அங்ஙனம்,அ,Tamil,300 BCE - present
அங்ஙனம்,ஙனம்,Tamil,300 BCE - present
அங்ஙனம்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அங்காலே,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அதோள்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அங்கிட்டு,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அந்தண்டை,அந்த,Tamil,300 BCE - present
அந்தண்டை,அண்டை,Tamil,300 BCE - present
அம்பர்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆண்டை,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அத்தனை,அ,Tamil,300 BCE - present
அத்தனை,தனை,Tamil,300 BCE - present
அத்தனை,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்வது,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்வண்ணம்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்வழி,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்வருகு,அ,Tamil,300 BCE - present
அவ்வருகு,அருகு,Tamil,300 BCE - present
அவ்வருகு,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்வாறு,அ,Tamil,300 BCE - present
அவ்வாறு,ஆறு,Tamil,300 BCE - present
அவ்வாறு,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்விடம்,அ,Tamil,300 BCE - present
அவ்விடம்,இடம்,Tamil,300 BCE - present
அவ்விடம்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்வோன்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவ்வோ,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அவண்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அப்பொழுது,அ,Tamil,300 BCE - present
அப்பொழுது,பொழுது,Tamil,300 BCE - present
ஆயுள்,அ,Tamil,300 BCE - present
ஆயுள்,உள்,Tamil,300 BCE - present
ஆயுள்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அன்ன,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அன்னணம்,அன்ன,Tamil,300 BCE - present
அன்னணம்,வண்ணம்,Tamil,300 BCE - present
அன்னணம்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அனைத்து,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அன்று,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வேளாண்மை,வேள்,Tamil,300 BCE - present
வேளாண்மை,ஆண்மை,Tamil,300 BCE - present
நாட்டாண்மை,நாடு,Tamil,300 BCE - present
நாட்டாண்மை,ஆண்மை,Tamil,300 BCE - present
ஆண்மை,𑀆𑀡𑁆𑀫𑁃,Old Tamil,300 BCE - 700 CE
அம்பு,*ampu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
மேற்பார்வை,மேல்,Tamil,300 BCE - present
மேற்பார்வை,பார்வை,Tamil,300 BCE - present
மேலாண்மை,மேல்,Tamil,300 BCE - present
மேலாண்மை,ஆண்மை,Tamil,300 BCE - present
நிமிஷம்,निमिष,Sanskrit,1500 BCE - present (liturgical/classical)
அழிவாய்,அழி,Tamil,300 BCE - present
அழிவாய்,வாய்,Tamil,300 BCE - present
சைகதம்,सैकत,Sanskrit,1500 BCE - present (liturgical/classical)
மட்டு,मद्य,Sanskrit,1500 BCE - present (liturgical/classical)
மட்டு,मधु,Sanskrit,1500 BCE - present (liturgical/classical)
நிஷ்டை,निष्ठ,Sanskrit,1500 BCE - present (liturgical/classical)
நிஷானி,نشان,Urdu,not available
தோகம்,तोक,Sanskrit,1500 BCE - present (liturgical/classical)
தோகம்,दोह,Sanskrit,1500 BCE - present (liturgical/classical)
தோகம்,स्तोक,Sanskrit,1500 BCE - present (liturgical/classical)
தோணி,द्रोणि,Sanskrit,1500 BCE - present (liturgical/classical)
ஸார்த்தகம்,सार्थक,Sanskrit,1500 BCE - present (liturgical/classical)
ஸாராம்,सार,Sanskrit,1500 BCE - present (liturgical/classical)
ஸாயகம்,सायक,Sanskrit,1500 BCE - present (liturgical/classical)
ஸாலியானா,سالانه,Urdu,not available
ஸாவகாம்,सावकाश,Sanskrit,1500 BCE - present (liturgical/classical)
ஸாஹுகார்,साहूकार,Hindi,not available
ஸீமை,सीमा,Sanskrit,1500 BCE - present (liturgical/classical)
ஸாஹசர்யம்,साहचर्य,Sanskrit,1500 BCE - present (liturgical/classical)
ரோதம்,रोध,Sanskrit,1500 BCE - present (liturgical/classical)
ரோமம்,रोमन्,Sanskrit,1500 BCE - present (liturgical/classical)
ரோஜ்,روز,Persian,1000 CE - present
லகரி,लहरि,Sanskrit,1500 BCE - present (liturgical/classical)
ரோஜ்கார்,روزگار,Urdu,not available
லக்குவா,لَقْوة,Urdu,not available
லடாய்,लड़ाई,Hindi,not available
லதி,लाठी,Hindi,not available
லதை,लता,Sanskrit,1500 BCE - present (liturgical/classical)
அஹம்,अहम्,Sanskrit,1500 BCE - present (liturgical/classical)
எடுத்துக்காட்டு,எடுத்து,Tamil,300 BCE - present
எடுத்துக்காட்டு,காட்டு,Tamil,300 BCE - present
லோகம்,लोक,Sanskrit,1500 BCE - present (liturgical/classical)
ஜனகம்,जनक,Sanskrit,1500 BCE - present (liturgical/classical)
ஜனாபா,+,Sanskrit,1500 BCE - present (liturgical/classical)
ஜாநு,जानु,Sanskrit,1500 BCE - present (liturgical/classical)
ஜந்து,जन्तु,Sanskrit,1500 BCE - present (liturgical/classical)
ஜாஜ்வல்யம்,jājvala,Sanskrit,1500 BCE - present (liturgical/classical)
ஜிந்தகி,زندگی,Persian,1000 CE - present
ஜீதம்,జీతము,Telugu,not available
ஜீரகம்,जीरक,Sanskrit,1500 BCE - present (liturgical/classical)
ஜிராயதி,زِرَاعَة,Arabic,600 CE - present
விஷாதம்,विषाद,Sanskrit,1500 BCE - present (liturgical/classical)
ஶஸ்யம்,सस्य,Sanskrit,1500 BCE - present (liturgical/classical)
பங்கம்,भङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
பங்கம்,पङ्क,Sanskrit,1500 BCE - present (liturgical/classical)
பங்கம்,पङ्गु,Sanskrit,1500 BCE - present (liturgical/classical)
பங்குரம்,भङ्गुर,Sanskrit,1500 BCE - present (liturgical/classical)
பங்கு,भाग,Sanskrit,1500 BCE - present (liturgical/classical)
பங்கு,पङ्गु,Sanskrit,1500 BCE - present (liturgical/classical)
பஞ்சரம்,पञ्जर,Sanskrit,1500 BCE - present (liturgical/classical)
பவிஷு,బైసి,Telugu,not available
பவிகம்,भविक,Sanskrit,1500 BCE - present (liturgical/classical)
பவ்வம்,पर्वन्,Sanskrit,1500 BCE - present (liturgical/classical)
சயிக்கம்,సైకము,Telugu,not available
சர்ச்சை,चर्चा,Sanskrit,1500 BCE - present (liturgical/classical)
சயிந்தவம்,सैन्धव,Sanskrit,1500 BCE - present (liturgical/classical)
பக்குவம்,पक्व,Sanskrit,1500 BCE - present (liturgical/classical)
சர்பராஜ்,sarfarāz,Urdu,not available
சர்வத்திர,सर्वत्र,Sanskrit,1500 BCE - present (liturgical/classical)
திராவகம்,drāvaka,Sanskrit,1500 BCE - present (liturgical/classical)
திரவம்,द्रव,Sanskrit,1500 BCE - present (liturgical/classical)
முன்னுற,முன்,Tamil,300 BCE - present
முன்னுற,உறு,Tamil,300 BCE - present
முன்னேற்றம்,முன்,Tamil,300 BCE - present
முன்னேற்றம்,னேறு,Tamil,300 BCE - present
பிட்சு,भिक्षु,Sanskrit,1500 BCE - present (liturgical/classical)
ஓய்வூதியம்,ஓய்வு,Tamil,300 BCE - present
ஓய்வூதியம்,ஊதியம்,Tamil,300 BCE - present
மகரந்தம்,मकरन्द,Sanskrit,1500 BCE - present (liturgical/classical)
அனைய,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அந்நிலை,அ,Tamil,300 BCE - present
அந்நிலை,நிலை,Tamil,300 BCE - present
அந்நிலை,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
எங்கண்,*e-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அந்நின்று,அ,Tamil,300 BCE - present
அந்நின்று,நில்,Tamil,300 BCE - present
அந்நின்று,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இங்கு,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இங்கிட்டு,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இத்தால்,இது,Tamil,300 BCE - present
இத்தால்,ஆல்,Tamil,300 BCE - present
இத்தால்,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இத்தனை,இ,Tamil,300 BCE - present
இத்தனை,தனை,Tamil,300 BCE - present
இத்தனை,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இவள்,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இந்த,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இப்பொழுது,இ,Tamil,300 BCE - present
இப்பொழுது,போழுது,Tamil,300 BCE - present
இப்படி,*ī,Tamil,300 BCE - present
இப்படி,படி,Tamil,300 BCE - present
என்னர்,*yā,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
குங்கிலியம்,गुग्गुलु,Sanskrit,1500 BCE - present (liturgical/classical)
பல்வலம்,पल्वल,Sanskrit,1500 BCE - present (liturgical/classical)
கஸாயி,قصائی,Urdu,not available
ஜகத்,जगत्,Sanskrit,1500 BCE - present (liturgical/classical)
ஜண்டா,جھنڈا,Urdu,not available
வெம்பகல்,வெம்மை,Tamil,300 BCE - present
வெம்பகல்,பகல்,Tamil,300 BCE - present
பாதலத்தாம்பி,பாதலம்,Tamil,300 BCE - present
பாதலத்தாம்பி,ஆம்பி,Tamil,300 BCE - present
மேற்கூரை,மேல்,Tamil,300 BCE - present
மேற்கூரை,கூரை,Tamil,300 BCE - present
மயடம்,mayaṭa,Sanskrit,1500 BCE - present (liturgical/classical)
அட்டம்,अट्ट,Sanskrit,1500 BCE - present (liturgical/classical)
அட்டம்,अष्टन्,Sanskrit,1500 BCE - present (liturgical/classical)
சோபானம்,सोपान,Sanskrit,1500 BCE - present (liturgical/classical)
விருஷ்டி,वृष्टि,Sanskrit,1500 BCE - present (liturgical/classical)
தூபி,स्तूप,Sanskrit,1500 BCE - present (liturgical/classical)
திருப்புகை,திரு,Tamil,300 BCE - present
திருப்புகை,புகை,Tamil,300 BCE - present
ஸ்வரம்,स्वर,Sanskrit,1500 BCE - present (liturgical/classical)
இங்ஙனம்,இ,Tamil,300 BCE - present
இங்ஙனம்,ஙனம்,Tamil,300 BCE - present
இங்ஙனம்,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சுக்கை,*cukk-V,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆயிட்டு,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆகையால்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
அதனால்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வினைமுற்று,வினை,Tamil,300 BCE - present
வினைமுற்று,முற்று,Tamil,300 BCE - present
பெயரெச்சம்,பெயர்,Tamil,300 BCE - present
பெயரெச்சம்,எச்சம்,Tamil,300 BCE - present
பொருட்பெயர்,பொருட்டு,Tamil,300 BCE - present
பொருட்பெயர்,பெயர்,Tamil,300 BCE - present
இடப்பெயர்,இடம்,Tamil,300 BCE - present
இடப்பெயர்,பெயர்,Tamil,300 BCE - present
நாடகம்,नाटक,Sanskrit,1500 BCE - present (liturgical/classical)
இங்கண்,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
இரசிதம்,रजत,Sanskrit,1500 BCE - present (liturgical/classical)
இரணியம்,हिरण्य,Sanskrit,1500 BCE - present (liturgical/classical)
இமம்,हिम,Sanskrit,1500 BCE - present (liturgical/classical)
சிவ,*kem,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சிவப்புத்தலைக்கிளி,சிவப்பு,Tamil,300 BCE - present
சிவப்புத்தலைக்கிளி,தலை,Tamil,300 BCE - present
சிவப்புத்தலைக்கிளி,கிளி,Tamil,300 BCE - present
பிருதிவி,पृथिवी,Sanskrit,1500 BCE - present (liturgical/classical)
வைணவி,वैणव,Sanskrit,1500 BCE - present (liturgical/classical)
உப்புவாயு,உப்பு,Tamil,300 BCE - present
உப்புவாயு,வாயு,Tamil,300 BCE - present
பரிதி,परिधी,Sanskrit,1500 BCE - present (liturgical/classical)
எங்கு,*yā,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வலாகம்,बलाह,Sanskrit,1500 BCE - present (liturgical/classical)
அலைதாடி,அலை,Tamil,300 BCE - present
அலைதாடி,தாடி,Tamil,300 BCE - present
தாட்கோல்,தாள்,Tamil,300 BCE - present
தாட்கோல்,கோல்,Tamil,300 BCE - present
திறவுகோல்,திற,Tamil,300 BCE - present
திறவுகோல்,கோல்,Tamil,300 BCE - present
சட்டமன்றம்,சட்டம்,Tamil,300 BCE - present
சட்டமன்றம்,மன்றம்,Tamil,300 BCE - present
தெருக்கூத்து,தெரு,Tamil,300 BCE - present
தெருக்கூத்து,கூத்து,Tamil,300 BCE - present
பைங்குடில் விளைவு,பைங்குடில்,Tamil,300 BCE - present
பைங்குடில் விளைவு,விளைவு,Tamil,300 BCE - present
தருமன்,धर्म,Sanskrit,1500 BCE - present (liturgical/classical)
தரூடம்,तरूट,Sanskrit,1500 BCE - present (liturgical/classical)
தூண்,𑀣𑀽𑀡𑀸,Prakrit,500 BCE - 1000 CE
தூண்,स्थूणा,Sanskrit,1500 BCE - present (liturgical/classical)
விசனம்,विजन,Sanskrit,1500 BCE - present (liturgical/classical)
மடுத்தல்,martelo,Portuguese,1516 CE - present
விழுக்காடு,விழு,Tamil,300 BCE - present
விழுக்காடு,காடு,Tamil,300 BCE - present
வக்கிரகட்கம்,वक्र,Sanskrit,1500 BCE - present (liturgical/classical)
வக்கிரகட்கம்,खड्ग,Sanskrit,1500 BCE - present (liturgical/classical)
கட்கம்,खड्ग,Sanskrit,1500 BCE - present (liturgical/classical)
கட்டியடுப்பு,கட்டி,Tamil,300 BCE - present
கட்டியடுப்பு,அடுப்பு,Tamil,300 BCE - present
கிறிஸ்து,Χριστός,Ancient Greek,1500 BCE - 300 BCE
கின்னம்,खिन्न,Sanskrit,1500 BCE - present (liturgical/classical)
ஆலயம்,आलय,Sanskrit,1500 BCE - present (liturgical/classical)
ஆதி,आदि,Sanskrit,1500 BCE - present (liturgical/classical)
சிருஷ்டி,सृष्टि,Sanskrit,1500 BCE - present (liturgical/classical)
ஜலதி,जलधि,Sanskrit,1500 BCE - present (liturgical/classical)
ஆசீர்வதி,आशीर्वद,Sanskrit,1500 BCE - present (liturgical/classical)
கபிலம்,कपिल,Sanskrit,1500 BCE - present (liturgical/classical)
கபாலம்,कपाल,Sanskrit,1500 BCE - present (liturgical/classical)
வாகனம்,वाहन,Sanskrit,1500 BCE - present (liturgical/classical)
வாகினி,वाहिनि,Sanskrit,1500 BCE - present (liturgical/classical)
வாகம்,वाह,Sanskrit,1500 BCE - present (liturgical/classical)
நிரந்தர,निरन्तर,Sanskrit,1500 BCE - present (liturgical/classical)
நிர்வாகம்,निर्वाह,Sanskrit,1500 BCE - present (liturgical/classical)
ஆசிரியர்,आचार्य,Sanskrit,1500 BCE - present (liturgical/classical)
அக்கி,अग्नि,Sanskrit,1500 BCE - present (liturgical/classical)
கம்பம்,स्तम्भ,Sanskrit,1500 BCE - present (liturgical/classical)
யோசனை,योजन,Sanskrit,1500 BCE - present (liturgical/classical)
ஶல்யம்,शल्य,Sanskrit,1500 BCE - present (liturgical/classical)
கண்ணன்,कृष्ण,Sanskrit,1500 BCE - present (liturgical/classical)
கொட்டகை,गोष्ठ,Sanskrit,1500 BCE - present (liturgical/classical)
செயசூறை,செய,Tamil,300 BCE - present
செயசூறை,சூறை,Tamil,300 BCE - present
சம்புநாவல்,சம்பு,Tamil,300 BCE - present
சம்புநாவல்,நாவல்,Tamil,300 BCE - present
