Term,Stamm,Sprache,Zeitraum
టాక్సీ,taxi,English,1550 CE - present
తెలుగు,*teṉ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
తెలుగు,*ceḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పందికొక్కు,పంది,Telugu,600 CE - present
పందికొక్కు,కొక్కు,Telugu,600 CE - present
అమ్మ,*amma,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
జనవరి,January,English,1550 CE - present
రోజు,روز,Classical Persian,800 CE - 1900 CE
ఫిబ్రవరి,February,English,1550 CE - present
భాష,भाषा,Sanskrit,1500 BCE - present (liturgical/classical)
విమానము,विमान,Sanskrit,1500 BCE - present (liturgical/classical)
అనువాదము,अनुवाद,Sanskrit,1500 BCE - present (liturgical/classical)
నాలుగు,*nāl,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పువ్వు,*pū,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పుష్పము,पुष्प,Sanskrit,1500 BCE - present (liturgical/classical)
పొద్దుతిరుగుడు,పొద్దు,Telugu,600 CE - present
పొద్దుతిరుగుడు,తిరుగుడు,Telugu,600 CE - present
సీతాకోకచిలుక,సీత,Telugu,600 CE - present
సీతాకోకచిలుక,కోక,Telugu,600 CE - present
సీతాకోకచిలుక,చిలుక,Telugu,600 CE - present
నది,नदी,Sanskrit,1500 BCE - present (liturgical/classical)
గూడు,*kūṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పంది,*panṯi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ధనుస్సు,धनुष,Sanskrit,1500 BCE - present (liturgical/classical)
విల్లు,*wil,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
వరి,*wariñci,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
చక్రము,चक्र,Sanskrit,1500 BCE - present (liturgical/classical)
ఊపిరితిత్తి,ఊపిరి,Telugu,600 CE - present
ఊపిరితిత్తి,తిత్తి,Telugu,600 CE - present
ఏడు,*ēẓu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఎనిమిది,*eṇ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పది,*paHtu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
తొమ్మిది,*toṇ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఆరు,*cāṯu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఐదు,*caymtu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
మూడు,*mūnṯu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
రెండు,*ir-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
గుంటనక్క,గుంట,Telugu,600 CE - present
గుంటనక్క,నక్క,Telugu,600 CE - present
మూషికము,मूषिक,Sanskrit,1500 BCE - present (liturgical/classical)
ముష్టి,मुष्टि,Sanskrit,1500 BCE - present (liturgical/classical)
పొన్ను,*pon,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
వేరు,*wēr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
అపానము,अपान,Sanskrit,1500 BCE - present (liturgical/classical)
ఆశ,आशा,Sanskrit,1500 BCE - present (liturgical/classical)
ఏడాది,ఏడు,Telugu,600 CE - present
ఏడాది,ఆది,Telugu,600 CE - present
నేను,*yāṉ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
కాకి,*kākkai,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
తేనెటీగ,తేనె,Telugu,600 CE - present
తేనెటీగ,ఈగ,Telugu,600 CE - present
తైలము,तैल,Sanskrit,1500 BCE - present (liturgical/classical)
తేలు,*tēḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
దివసము,दिवस,Sanskrit,1500 BCE - present (liturgical/classical)
చిలుక,*kiḷi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
మరమేకు,మర,Telugu,600 CE - present
మరమేకు,మేకు,Telugu,600 CE - present
కస్తూరిపిల్లి,కస్తూరి,Telugu,600 CE - present
కస్తూరిపిల్లి,పిల్లి,Telugu,600 CE - present
కవి,कवि,Sanskrit,1500 BCE - present (liturgical/classical)
ఆలు,*āḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఆలు,ఆవులు,Telugu,600 CE - present
ఆలు,آلو,Urdu,not available
తంతి,तन्त्री,Sanskrit,1500 BCE - present (liturgical/classical)
నాటకము,नाटक,Sanskrit,1500 BCE - present (liturgical/classical)
తండ్రి,*tantay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
తండ్రి,*tanṯi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పాలు,*pāl(u),Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
అక్క,*akka-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
మ్రాను,*maram,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
వంకాయ,వంగ,Telugu,600 CE - present
వంకాయ,కాయ,Telugu,600 CE - present
నీరు,*nīr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
రంగు,रङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
నెత్తురు,*neyttVr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
రక్తము,रक्त,Sanskrit,1500 BCE - present (liturgical/classical)
మణి,मणि,Sanskrit,1500 BCE - present (liturgical/classical)
పుట్టుమచ్చ,పుట్టు,Telugu,600 CE - present
పుట్టుమచ్చ,మచ్చ,Telugu,600 CE - present
ద్వారము,द्वार,Sanskrit,1500 BCE - present (liturgical/classical)
చిరుతపులి,చిరుత,Telugu,600 CE - present
చిరుతపులి,పులి,Telugu,600 CE - present
అధికారము,अधिकार,Sanskrit,1500 BCE - present (liturgical/classical)
ఓడ,*cōṭam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
సేన,सेना,Sanskrit,1500 BCE - present (liturgical/classical)
ఓడరేవు,ఓడ,Telugu,600 CE - present
ఓడరేవు,రేవు,Telugu,600 CE - present
అగ్ని,अग्नि,Sanskrit,1500 BCE - present (liturgical/classical)
తార,तारक,Sanskrit,1500 BCE - present (liturgical/classical)
కోడిపెట్ట,కోడి,Telugu,600 CE - present
కోడిపెట్ట,పెట్ట,Telugu,600 CE - present
పిల్లి,*pill-V-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
చుక్క,*cukk-V,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఆత్మ,आत्मन्,Sanskrit,1500 BCE - present (liturgical/classical)
ద్వీపము,द्वीप,Sanskrit,1500 BCE - present (liturgical/classical)
ఆసుపత్రి,hospital,Portuguese,1516 CE - present
గోవు,गो,Sanskrit,1500 BCE - present (liturgical/classical)
గోవు,*gʷōws,Proto-Indo-European,4500 BCE - 2500 BCE
వస్తువు,वस्तु,Sanskrit,1500 BCE - present (liturgical/classical)
గ్రామీణ,ग्रामीण,Sanskrit,1500 BCE - present (liturgical/classical)
కండబలం,కండ,Telugu,600 CE - present
కండబలం,బలం,Telugu,600 CE - present
లత,लता,Sanskrit,1500 BCE - present (liturgical/classical)
పాము,*pāmpu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
కన్య,कन्या,Sanskrit,1500 BCE - present (liturgical/classical)
సముద్రం,समुद्र,Sanskrit,1500 BCE - present (liturgical/classical)
కోడిపుంజు,కోడి,Telugu,600 CE - present
కోడిపుంజు,పుంజు,Telugu,600 CE - present
చెల్లి,*cēl-āḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
అందము,*am-ta,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఉల్లి,*uḷḷi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
కన్ను,*kaṇ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
కన్నీరు,కన్ను,Telugu,600 CE - present
కన్నీరు,నీరు,Telugu,600 CE - present
అందమైన,అందము,Telugu,600 CE - present
అందమైన,మైన,Telugu,600 CE - present
హంస,हंस,Sanskrit,1500 BCE - present (liturgical/classical)
నేత్రము,नेत्र,Sanskrit,1500 BCE - present (liturgical/classical)
మెదడు,*metVẓ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
స్త్రీ,स्त्री,Sanskrit,1500 BCE - present (liturgical/classical)
ముష్టియుద్ధము,ముష్టి,Telugu,600 CE - present
ముష్టియుద్ధము,యుద్ధము,Telugu,600 CE - present
గుహ,गुहा,Sanskrit,1500 BCE - present (liturgical/classical)
మాత్ర,मात्र,Sanskrit,1500 BCE - present (liturgical/classical)
స్నేహము,स्नेह,Sanskrit,1500 BCE - present (liturgical/classical)
స్నేహితుడు,स्नेहित,Sanskrit,1500 BCE - present (liturgical/classical)
నెల,*nelanc(c)-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఇక్కడ,ఈ,Telugu,600 CE - present
ఇక్కడ,కడ,Telugu,600 CE - present
కోట,कोट,Sanskrit,1500 BCE - present (liturgical/classical)
చెవి,chave,Portuguese,1516 CE - present
ముఖము,मुख,Sanskrit,1500 BCE - present (liturgical/classical)
నాభి,नाभि,Sanskrit,1500 BCE - present (liturgical/classical)
మూత్రము,मूत्र,Sanskrit,1500 BCE - present (liturgical/classical)
యోని,योनि,Sanskrit,1500 BCE - present (liturgical/classical)
ద్వారపాలకుడు,द्वारपालक,Sanskrit,1500 BCE - present (liturgical/classical)
కథ,कथा,Sanskrit,1500 BCE - present (liturgical/classical)
భారత దేశము,భారత,Telugu,600 CE - present
భారత దేశము,దేశము,Telugu,600 CE - present
న్యూయార్క్,New York,English,1550 CE - present
దక్షిణ అమెరికా,दक्षिण,Sanskrit,1500 BCE - present (liturgical/classical)
ఆసియా,Ἀσίᾱ,Ancient Greek,1500 BCE - 300 BCE
ఆస్ట్రేలియా,Australia,English,1550 CE - present
జిల్లా,ज़िला,Hindi,not available
బీహార్,विहार,Sanskrit,1500 BCE - present (liturgical/classical)
మణిపూర్,मणिपूर,Sanskrit,1500 BCE - present (liturgical/classical)
మహారాష్ట్ర,महाराष्ट्र,Sanskrit,1500 BCE - present (liturgical/classical)
పశ్చిమ బెంగాల్,పశ్చిమ,Telugu,600 CE - present
పశ్చిమ బెంగాల్,బెంగాల్,Telugu,600 CE - present
బెంగాల్,বাংলা,Bengali,not available
షాంఘై,Shanghai,English,1550 CE - present
షాంఘై,上海,Mandarin,not available
కంబోడియా,Cambodge,French,1600 CE - present
సింగపూర్,Singapore,English,1550 CE - present
విష్ణు,विष्णु,Sanskrit,1500 BCE - present (liturgical/classical)
సీత,सीता,Sanskrit,1500 BCE - present (liturgical/classical)
రక్తనాళము,రక్త,Telugu,600 CE - present
రక్తనాళము,నాళము,Telugu,600 CE - present
ఆభరణము,आभरण,Sanskrit,1500 BCE - present (liturgical/classical)
తొడ ఎముక,తొడ,Telugu,600 CE - present
తొడ ఎముక,ఎముక,Telugu,600 CE - present
దేవాలయము,దేవ,Telugu,600 CE - present
దేవాలయము,ఆలయము,Telugu,600 CE - present
ఐశ్వర్యము,ईश्वर,Sanskrit,1500 BCE - present (liturgical/classical)
జ్వాల,ज्वाल,Sanskrit,1500 BCE - present (liturgical/classical)
సమరము,समर,Sanskrit,1500 BCE - present (liturgical/classical)
ఆసియా ఏనుగు,ఆసియా,Telugu,600 CE - present
ఆసియా ఏనుగు,ఏనుగు,Telugu,600 CE - present
హక్కు,हक़,Hindi,not available
హక్కు,حق,Urdu,not available
హక్కు,حق,Persian,1000 CE - present
హక్కు,حَقّ,Arabic,600 CE - present
రతి,रति,Sanskrit,1500 BCE - present (liturgical/classical)
రణరంగము,రణము,Telugu,600 CE - present
రణరంగము,రంగము,Telugu,600 CE - present
రచన,रचन,Sanskrit,1500 BCE - present (liturgical/classical)
మైథునము,मैथुन,Sanskrit,1500 BCE - present (liturgical/classical)
కోణము,कोण,Sanskrit,1500 BCE - present (liturgical/classical)
మూలము,मूल,Sanskrit,1500 BCE - present (liturgical/classical)
మార్చి,March,English,1550 CE - present
ఏప్రిల్,April,English,1550 CE - present
జూన్,June,English,1550 CE - present
మే,May,English,1550 CE - present
జూలై,July,English,1550 CE - present
ఆగష్టు,August,English,1550 CE - present
సెప్టెంబర్,September,English,1550 CE - present
అక్టోబర్,October,English,1550 CE - present
నవంబర్,November,English,1550 CE - present
డిసెంబర్,December,English,1550 CE - present
లక్ష్మి,लक्ष्मी,Sanskrit,1500 BCE - present (liturgical/classical)
క్షీరము,क्षीर,Sanskrit,1500 BCE - present (liturgical/classical)
సరస్వతి,सरस्वती,Sanskrit,1500 BCE - present (liturgical/classical)
కళ,कला,Sanskrit,1500 BCE - present (liturgical/classical)
సోమవారము,సోమ,Telugu,600 CE - present
సోమవారము,వారము,Telugu,600 CE - present
బుధవారము,బుధ,Telugu,600 CE - present
బుధవారము,వారము,Telugu,600 CE - present
మంగళవారము,మంగళ,Telugu,600 CE - present
మంగళవారము,వారము,Telugu,600 CE - present
పేరు,*picar,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
శుక్రవారము,శుక్ర,Telugu,600 CE - present
శుక్రవారము,వారము,Telugu,600 CE - present
ఇంటిపేరు,ఇంటి,Telugu,600 CE - present
ఇంటిపేరు,పేరు,Telugu,600 CE - present
క్షీరాబ్ధితనయ,క్షీరాబ్ధి,Telugu,600 CE - present
క్షీరాబ్ధితనయ,తనయ,Telugu,600 CE - present
మామిడిపండు,మామిడి,Telugu,600 CE - present
మామిడిపండు,పండు,Telugu,600 CE - present
మామిడిచెట్టు,మామిడి,Telugu,600 CE - present
మామిడిచెట్టు,చెట్టు,Telugu,600 CE - present
పనసపండు,పనస,Telugu,600 CE - present
పనసపండు,పండు,Telugu,600 CE - present
ఫలము,फल,Sanskrit,1500 BCE - present (liturgical/classical)
పనసచెట్టు,పనస,Telugu,600 CE - present
పనసచెట్టు,చెట్టు,Telugu,600 CE - present
దానిమ్మపండు,దానిమ్మ,Telugu,600 CE - present
దానిమ్మపండు,పండు,Telugu,600 CE - present
జామచెట్టు,జామ,Telugu,600 CE - present
జామచెట్టు,చెట్టు,Telugu,600 CE - present
జామపండు,జామ,Telugu,600 CE - present
జామపండు,పండు,Telugu,600 CE - present
అరటిపండు,అరటి,Telugu,600 CE - present
అరటిపండు,పండు,Telugu,600 CE - present
కోడిమాంసం,కోడి,Telugu,600 CE - present
కోడిమాంసం,మాంసం,Telugu,600 CE - present
అరటి,अरतू,Sanskrit,1500 BCE - present (liturgical/classical)
కానుక,*kāṇikkay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఆకారము,ఆ,Telugu,600 CE - present
ఆకారము,కారము,Telugu,600 CE - present
తాళము,ताल,Sanskrit,1500 BCE - present (liturgical/classical)
పిరికివాడు,పిరికి,Telugu,600 CE - present
పిరికివాడు,వాడు,Telugu,600 CE - present
భానువారము,భాను,Telugu,600 CE - present
భానువారము,వారము,Telugu,600 CE - present
కొబ్బరి పాలు,కొబ్బరి,Telugu,600 CE - present
కొబ్బరి పాలు,పాలు,Telugu,600 CE - present
కొబ్బరికాయ,కొబ్బరి,Telugu,600 CE - present
కొబ్బరికాయ,కాయ,Telugu,600 CE - present
కొబ్బరి పీత,కొబ్బరి,Telugu,600 CE - present
కొబ్బరి పీత,పీత,Telugu,600 CE - present
కొబ్బరిచెట్టు,కొబ్బరి,Telugu,600 CE - present
కొబ్బరిచెట్టు,చెట్టు,Telugu,600 CE - present
కొవ్వు ఆమ్లం,కొవ్వు,Telugu,600 CE - present
కొవ్వు ఆమ్లం,ఆమ్లం,Telugu,600 CE - present
డేగాట,డేగ,Telugu,600 CE - present
డేగాట,ఆట,Telugu,600 CE - present
క్రీడ,क्रीडा,Sanskrit,1500 BCE - present (liturgical/classical)
ఉదకము,उदक,Sanskrit,1500 BCE - present (liturgical/classical)
శ్వేతము,श्वेत,Sanskrit,1500 BCE - present (liturgical/classical)
పప్ప,papa,English,1550 CE - present
ప్రబంధము,प्रबन्ध,Sanskrit,1500 BCE - present (liturgical/classical)
పాఠశాల,पाठ,Sanskrit,1500 BCE - present (liturgical/classical)
ద్రాక్ష సారాయి,ద్రాక్ష,Telugu,600 CE - present
ద్రాక్ష సారాయి,సారాయి,Telugu,600 CE - present
ద్రాక్ష,द्राक्षा,Sanskrit,1500 BCE - present (liturgical/classical)
ఉరగము,ఉరము,Telugu,600 CE - present
ఉరగము,గ,Telugu,600 CE - present
ఆడగుర్రం,ఆడ,Telugu,600 CE - present
ఆడగుర్రం,గుర్రం,Telugu,600 CE - present
లతాంగి,లత,Telugu,600 CE - present
లతాంగి,అంగి,Telugu,600 CE - present
కాయ,*kāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఎర్ర సముద్రం,ఎర్ర,Telugu,600 CE - present
ఎర్ర సముద్రం,సముద్రం,Telugu,600 CE - present
స్వాధీనము,స్వ,Telugu,600 CE - present
స్వాధీనము,అధీనము,Telugu,600 CE - present
స్తన్యము,स्तन्य,Sanskrit,1500 BCE - present (liturgical/classical)
సుధ,सुधा,Sanskrit,1500 BCE - present (liturgical/classical)
అంబ,अम्बा,Sanskrit,1500 BCE - present (liturgical/classical)
వృషభరాశి,वृषभ,Sanskrit,1500 BCE - present (liturgical/classical)
రహస్యము,रहस्य,Sanskrit,1500 BCE - present (liturgical/classical)
కాగితంపువ్వు,కాగితం,Telugu,600 CE - present
కాగితంపువ్వు,పువ్వు,Telugu,600 CE - present
బంతిపువ్వు,బంతి,Telugu,600 CE - present
బంతిపువ్వు,పువ్వు,Telugu,600 CE - present
ఆలయము,आलय,Sanskrit,1500 BCE - present (liturgical/classical)
అష్ట,*Haštā́,Proto-Indo-Iranian,2200 BCE - 1800 BCE
అష్ట,*oḱtṓw,Proto-Indo-European,4500 BCE - 2500 BCE
పసుపురంగు,పసుపు,Telugu,600 CE - present
పసుపురంగు,రంగు,Telugu,600 CE - present
తాబేలు,*tyām-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
అప-,अप,Sanskrit,1500 BCE - present (liturgical/classical)
నెయ్యి,*ney,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
అమృతము,अमृत,Sanskrit,1500 BCE - present (liturgical/classical)
నక్షత్రవీధి,నక్షత్రము,Telugu,600 CE - present
నక్షత్రవీధి,వీధి,Telugu,600 CE - present
నరబలి,నర,Telugu,600 CE - present
నరబలి,బలి,Telugu,600 CE - present
నరభక్షకుడు,नरभक्षक,Sanskrit,1500 BCE - present (liturgical/classical)
నృపతి,नृपति,Sanskrit,1500 BCE - present (liturgical/classical)
గోధుమ,गोधूम,Sanskrit,1500 BCE - present (liturgical/classical)
గో,गो,Sanskrit,1500 BCE - present (liturgical/classical)
గోధుమపిండి,గోధుమ,Telugu,600 CE - present
గోధుమపిండి,పిండి,Telugu,600 CE - present
గోమూత్రము,गोमूत्र,Sanskrit,1500 BCE - present (liturgical/classical)
గౌరి,गौर,Sanskrit,1500 BCE - present (liturgical/classical)
సూర్య గ్రహణము,సూర్య,Telugu,600 CE - present
సూర్య గ్రహణము,గ్రహణము,Telugu,600 CE - present
గ్రామసింహము,గ్రామ,Telugu,600 CE - present
గ్రామసింహము,సింహము,Telugu,600 CE - present
చంద్రిక,चन्द्रिका,Sanskrit,1500 BCE - present (liturgical/classical)
చతురంగబలము,చతుర్,Telugu,600 CE - present
చతురంగబలము,అంగ,Telugu,600 CE - present
చతురంగబలము,బలము,Telugu,600 CE - present
చర్మము,चर्मन्,Sanskrit,1500 BCE - present (liturgical/classical)
ముఖ్యము,मुख्य,Sanskrit,1500 BCE - present (liturgical/classical)
నీరుపంది,నీరు,Telugu,600 CE - present
నీరుపంది,పంది,Telugu,600 CE - present
అడవిపంది,అడవి,Telugu,600 CE - present
అడవిపంది,పంది,Telugu,600 CE - present
రోదసి,रोदसी,Sanskrit,1500 BCE - present (liturgical/classical)
లేఖ,लिख्,Sanskrit,1500 BCE - present (liturgical/classical)
పుంలింగము,పుం,Telugu,600 CE - present
పుంలింగము,లింగము,Telugu,600 CE - present
పూజ,पूजा,Sanskrit,1500 BCE - present (liturgical/classical)
పూర్ణము,पूर्ण,Sanskrit,1500 BCE - present (liturgical/classical)
పూవు,*pū,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
సర్వనామము,సర్వ,Telugu,600 CE - present
సర్వనామము,నామము,Telugu,600 CE - present
నామవాచకము,నామ,Telugu,600 CE - present
నామవాచకము,వాచకము,Telugu,600 CE - present
క్రియ,क्रिया,Sanskrit,1500 BCE - present (liturgical/classical)
ముంగాలు,ముందు,Telugu,600 CE - present
ముంగాలు,కాలు,Telugu,600 CE - present
ముంగురులు,ముందు,Telugu,600 CE - present
ముంగురులు,కురులు,Telugu,600 CE - present
అచ్చు,*accu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
అచ్చు,अक्ष,Sanskrit,1500 BCE - present (liturgical/classical)
అచ్చు,*Háćšas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
అచ్చు,*h₂éḱs-,Proto-Indo-European,4500 BCE - 2500 BCE
అచ్చు,अजक्षर,Sanskrit,1500 BCE - present (liturgical/classical)
జనని,जननी,Sanskrit,1500 BCE - present (liturgical/classical)
విజయ,विजय,Sanskrit,1500 BCE - present (liturgical/classical)
మమత,ममता,Sanskrit,1500 BCE - present (liturgical/classical)
వేప,*wēmpu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
జాతి,जाति,Sanskrit,1500 BCE - present (liturgical/classical)
రవి,रवि,Sanskrit,1500 BCE - present (liturgical/classical)
కృష్ణానది,కృష్ణ,Telugu,600 CE - present
కృష్ణానది,నది,Telugu,600 CE - present
నత్తగుల్ల,నత్త,Telugu,600 CE - present
నత్తగుల్ల,గుల్ల,Telugu,600 CE - present
యువ,युवन्,Sanskrit,1500 BCE - present (liturgical/classical)
యువ,*h₂yuh₁on-,Proto-Indo-European,4500 BCE - 2500 BCE
బార్లీ,barley,English,1550 CE - present
టేకు,teak,English,1550 CE - present
టేకు కలప,టేకు,Telugu,600 CE - present
టేకు కలప,కలప,Telugu,600 CE - present
టేకు చెట్టు,టేకు,Telugu,600 CE - present
టేకు చెట్టు,చెట్టు,Telugu,600 CE - present
మధ్య,मध्य,Sanskrit,1500 BCE - present (liturgical/classical)
ఆదిత్యుడు,आदित्य,Sanskrit,1500 BCE - present (liturgical/classical)
తొలివారము,తొలి,Telugu,600 CE - present
తొలివారము,వారము,Telugu,600 CE - present
జయవారము,జయ,Telugu,600 CE - present
జయవారము,వారము,Telugu,600 CE - present
లక్ష్మీవారము,లక్ష్మి,Telugu,600 CE - present
లక్ష్మీవారము,వారము,Telugu,600 CE - present
బృహస్పతివారము,బృహస్పతి,Telugu,600 CE - present
బృహస్పతివారము,వారము,Telugu,600 CE - present
మనము,मन्,Sanskrit,1500 BCE - present (liturgical/classical)
మనసు,मनस्,Sanskrit,1500 BCE - present (liturgical/classical)
మనుమరాలు,మనుమ,Telugu,600 CE - present
మనుమరాలు,ఆలు,Telugu,600 CE - present
ఐరోపా,Europa,German,750 CE - present
క్యూబా,Cuba,English,1550 CE - present
శ్రీ,श्री,Sanskrit,1500 BCE - present (liturgical/classical)
శ్రీశైలము,శ్రీ,Telugu,600 CE - present
శ్రీశైలము,శైలము,Telugu,600 CE - present
వచనము,वचन,Sanskrit,1500 BCE - present (liturgical/classical)
బహువచనము,బహు,Telugu,600 CE - present
బహువచనము,వచనము,Telugu,600 CE - present
శ్రీగంధము,శ్రీ,Telugu,600 CE - present
శ్రీగంధము,గంధము,Telugu,600 CE - present
శ్రీఫలము,శ్రీ,Telugu,600 CE - present
శ్రీఫలము,ఫలము,Telugu,600 CE - present
నమస్కారము,नमस्कार,Sanskrit,1500 BCE - present (liturgical/classical)
నమూనా,نمونه,Classical Persian,800 CE - 1900 CE
నమ్మకమైన,నమ్మకము,Telugu,600 CE - present
నమ్మకమైన,ఐన,Telugu,600 CE - present
రాజు,राजन्,Sanskrit,1500 BCE - present (liturgical/classical)
రాజు,*Hrā́ȷ́ā,Proto-Indo-Aryan,2000 BCE - 1500 BCE
రాజు,*Hrā́ȷ́ā,Proto-Indo-Iranian,2200 BCE - 1800 BCE
రాజు,*h₃rḗǵō,Proto-Indo-European,4500 BCE - 2500 BCE
కపటము,कपट,Sanskrit,1500 BCE - present (liturgical/classical)
నగరము,नगर,Sanskrit,1500 BCE - present (liturgical/classical)
రాత్రి,रात्रि,Sanskrit,1500 BCE - present (liturgical/classical)
రెప్పపాటు,రెప్ప,Telugu,600 CE - present
రెప్పపాటు,పాటు,Telugu,600 CE - present
రేఖ,रेखा,Sanskrit,1500 BCE - present (liturgical/classical)
రేణుక,रेणुका,Sanskrit,1500 BCE - present (liturgical/classical)
రేడు,*et̠-ay-ant̠u,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పత్రిక,पत्त्रिका,Sanskrit,1500 BCE - present (liturgical/classical)
ధీరత్వము,धीर,Sanskrit,1500 BCE - present (liturgical/classical)
ధేనువు,धेनु,Sanskrit,1500 BCE - present (liturgical/classical)
హస్తప్రయోగం,हस्त,Sanskrit,1500 BCE - present (liturgical/classical)
అడవికోడి,అడవి,Telugu,600 CE - present
అడవికోడి,కోడి,Telugu,600 CE - present
బాతు,pato,Portuguese,1516 CE - present
కారు,car,English,1550 CE - present
గంగమ్మ,గంగ,Telugu,600 CE - present
గంగమ్మ,అమ్మ,Telugu,600 CE - present
గంగిగోవు,గంగి,Telugu,600 CE - present
గంగిగోవు,గోవు,Telugu,600 CE - present
గంగిరెద్దు,గంగి,Telugu,600 CE - present
గంగిరెద్దు,ఎద్దు,Telugu,600 CE - present
గంగరేగు,గంగ,Telugu,600 CE - present
గంగరేగు,రేగు,Telugu,600 CE - present
రేగుపండు,రేగు,Telugu,600 CE - present
రేగుపండు,పండు,Telugu,600 CE - present
గంటవేట,గంట,Telugu,600 CE - present
గంటవేట,వేట,Telugu,600 CE - present
ఎల్లమ్మ,ఎల్ల,Telugu,600 CE - present
ఎల్లమ్మ,అమ్మ,Telugu,600 CE - present
భార్య,भार्या,Sanskrit,1500 BCE - present (liturgical/classical)
పుత్రిక,पुत्री,Sanskrit,1500 BCE - present (liturgical/classical)
భర్త,भर्ता,Sanskrit,1500 BCE - present (liturgical/classical)
అన్న,*aṇṇa,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
కుటుంబము,कुटुम्ब,Sanskrit,1500 BCE - present (liturgical/classical)
మామ,*māma,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
అత్త,*atta,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
తోడికోడలు,తోడి,Telugu,600 CE - present
తోడికోడలు,కోడలు,Telugu,600 CE - present
పెద్దక్క,పెద్ద,Telugu,600 CE - present
పెద్దక్క,అక్క,Telugu,600 CE - present
అత్తమామలు,అత్త,Telugu,600 CE - present
అత్తమామలు,మామ,Telugu,600 CE - present
పెద్దన్న,పెద్ద,Telugu,600 CE - present
పెద్దన్న,అన్న,Telugu,600 CE - present
పెద్దమ్మ,పెద్ద,Telugu,600 CE - present
పెద్దమ్మ,అమ్మ,Telugu,600 CE - present
పెద్దపులి,పెద్ద,Telugu,600 CE - present
పెద్దపులి,పులి,Telugu,600 CE - present
పెత్తల్లి,పెద్ద,Telugu,600 CE - present
పెత్తల్లి,తల్లి,Telugu,600 CE - present
సంసారము,संसार,Sanskrit,1500 BCE - present (liturgical/classical)
పులి,*puli,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పులి,*puḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ఉండ్రాయి,ఉండ,Telugu,600 CE - present
ఉండ్రాయి,రాయి,Telugu,600 CE - present
వృకము,वृक,Sanskrit,1500 BCE - present (liturgical/classical)
