Term,Stamm,Sprache,Zeitraum
विश्व,*wíśwas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
विश्व,*wíćwas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
विश्व,*(h₁)wiḱ-wo-s,Proto-Indo-European,4500 BCE - 2500 BCE
आ,*HáH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आ,*h₂éd,Proto-Indo-European,4500 BCE - 2500 BCE
इ,*Hay-,Proto-Indo-Aryan,2000 BCE - 1500 BCE
इ,*Hay-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
इ,*h₁ey-,Proto-Indo-European,4500 BCE - 2500 BCE
ऋ,*h₃er-,Proto-Indo-European,4500 BCE - 2500 BCE
घ,*gʰe,Proto-Indo-European,4500 BCE - 2500 BCE
क,*kás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
क,*kás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क,*kʷós,Proto-Indo-European,4500 BCE - 2500 BCE
ग,*gás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ज,*ȷ́ás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
ज,*ȷ́ás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ज,*ǵenh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
च,*-ća,Proto-Indo-Aryan,2000 BCE - 1500 BCE
च,*-ča,Proto-Indo-Iranian,2200 BCE - 1800 BCE
च,*-kʷe,Proto-Indo-European,4500 BCE - 2500 BCE
न,*ná,Proto-Indo-Aryan,2000 BCE - 1500 BCE
न,*ná,Proto-Indo-Iranian,2200 BCE - 1800 BCE
न,*ne,Proto-Indo-European,4500 BCE - 2500 BCE
साम्य,*somHós,Proto-Indo-European,4500 BCE - 2500 BCE
बुद्ध,*buddʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
बुद्ध,*bʰudᶻdʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
बुद्ध,*bʰudʰtós,Proto-Indo-European,4500 BCE - 2500 BCE
वृक्ष,*wr̥ćšás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तृण,*tŕ̥nam,Proto-Indo-Aryan,2000 BCE - 1500 BCE
तृण,*tŕ̥nam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तृण,*tr̥nós,Proto-Indo-European,4500 BCE - 2500 BCE
स्निह्,*sneygʷʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
वच्,*wekʷ-,Proto-Indo-European,4500 BCE - 2500 BCE
आसन,*Hā́stay,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आसन,*Hā́stay,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आसन,*h₁ḗsti,Proto-Indo-European,4500 BCE - 2500 BCE
अहम्,*aźʰám,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अहम्,*aȷ́ʰám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अहम्,*éǵh₂,Proto-Indo-European,4500 BCE - 2500 BCE
समुद्र,*wódr̥,Proto-Indo-European,4500 BCE - 2500 BCE
ॐ,*ām,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ॐ,*au,Proto-Indo-European,4500 BCE - 2500 BCE
वन,*wán-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तुष्,*tus-,Proto-Indo-European,4500 BCE - 2500 BCE
यदि,*Hyádi,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गृह,*gʰr̥dʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मेघ,*Hmaygʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सह,*sm̥-gʰé,Proto-Indo-European,4500 BCE - 2500 BCE
शब्दकोश,शब्द,Sanskrit,1500 BCE - present (liturgical/classical)
शब्दकोश,कोश,Sanskrit,1500 BCE - present (liturgical/classical)
सूनु,*suHnúṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सूनु,*suHnúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सूनु,*suHnús,Proto-Indo-European,4500 BCE - 2500 BCE
सूनु,*sewH-,Proto-Indo-European,4500 BCE - 2500 BCE
फल,*paẓam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
फल,*bʰel-,Proto-Indo-European,4500 BCE - 2500 BCE
एक,*Háykas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
एक,*Háykas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
एक,*óynos,Proto-Indo-European,4500 BCE - 2500 BCE
पर,*per-,Proto-Indo-European,4500 BCE - 2500 BCE
कृष्ण,*kr̥šnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कृष्ण,*kr̥snós,Proto-Indo-European,4500 BCE - 2500 BCE
श्वेत,*ćwaytás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मातृ,*máHtā,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मातृ,*méh₂tēr,Proto-Indo-European,4500 BCE - 2500 BCE
अग्नि,*Hagníṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अग्नि,*Hagnís,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अग्नि,*h₁n̥gʷnís,Proto-Indo-European,4500 BCE - 2500 BCE
कपोत,*kapáwtas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रयि,*raHíṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
रयि,*raHíš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रयि,*reh₁ís,Proto-Indo-European,4500 BCE - 2500 BCE
दर्पण,*derp-,Proto-Indo-European,4500 BCE - 2500 BCE
घृणा,*gʰr̥náH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
घृणा,*gʰr̥náH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भाषा,*bʰáHṣaH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
भाषा,*bʰáHšaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भाषा,*bʰeh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
गणपति,गण,Sanskrit,1500 BCE - present (liturgical/classical)
गणपति,पति,Sanskrit,1500 BCE - present (liturgical/classical)
बीज,*bíHȷ́am,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अस्मद्,*n̥smé,Proto-Indo-European,4500 BCE - 2500 BCE
युष्मद्,*yū́,Proto-Indo-European,4500 BCE - 2500 BCE
नृप,नृ,Sanskrit,1500 BCE - present (liturgical/classical)
नृप,प,Sanskrit,1500 BCE - present (liturgical/classical)
जन,*ȷ́ánHas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
जन,*ȷ́ánHas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
जन,*ǵénh₁os,Proto-Indo-European,4500 BCE - 2500 BCE
सर्व,*sárwas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सर्व,*sárwas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सर्व,*sólh₂wos,Proto-Indo-European,4500 BCE - 2500 BCE
दिव्,*dyew-,Proto-Indo-European,4500 BCE - 2500 BCE
देश,*dayśás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
देश,*dayćás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
देश,*deyḱ-,Proto-Indo-European,4500 BCE - 2500 BCE
इच्छति,*Hiśćáti,Proto-Indo-Aryan,2000 BCE - 1500 BCE
इच्छति,*Hišćáti,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्षालयति,*kʷsel-,Proto-Indo-European,4500 BCE - 2500 BCE
खादति,*kʰā́dati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तद्,*tád,Proto-Indo-Aryan,2000 BCE - 1500 BCE
तद्,*tád,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तद्,*tód,Proto-Indo-European,4500 BCE - 2500 BCE
मत्स्य,*mátsyas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अश्व,*Háśwas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अश्व,*Háćwas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अश्व,*h₁éḱwos,Proto-Indo-European,4500 BCE - 2500 BCE
नेपाल,ने,Sanskrit,1500 BCE - present (liturgical/classical)
नेपाल,पाल,Sanskrit,1500 BCE - present (liturgical/classical)
आराम,आ-,Sanskrit,1500 BCE - present (liturgical/classical)
आराम,रम्,Sanskrit,1500 BCE - present (liturgical/classical)
आराम,*Hram-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आराम,*h₁rem-,Proto-Indo-European,4500 BCE - 2500 BCE
प्राण,*h₂enh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
कश्चित्,*kʷos,Proto-Indo-European,4500 BCE - 2500 BCE
नित्य,*nítyos,Proto-Indo-European,4500 BCE - 2500 BCE
आढ्य,*h₃erdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
पावक,*pawHākás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पावक,*pewH-,Proto-Indo-European,4500 BCE - 2500 BCE
अमृत,*amŕ̥tas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अमृत,*n̥mr̥tós,Proto-Indo-European,4500 BCE - 2500 BCE
प्रिय,*priHás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
प्रिय,*priHós,Proto-Indo-European,4500 BCE - 2500 BCE
देह,*dʰáyȷ́ʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्वेष,*dwáyšas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्वार,*dwā́ram,Proto-Indo-Aryan,2000 BCE - 1500 BCE
द्वार,*dʰwā́ram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्वार,*dʰworom,Proto-Indo-European,4500 BCE - 2500 BCE
सूर्य,*súHar,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सूर्य,*sóh₂wl̥,Proto-Indo-European,4500 BCE - 2500 BCE
बुद्धि,*bʰúddʰiṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
बुद्धि,*bʰúdᶻdʰiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
धृत,*dʰr̥tás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
धृत,*dʰr̥tás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दोष,*dáwṣas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
दोष,*dáwšas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दोष,*dew-,Proto-Indo-European,4500 BCE - 2500 BCE
कार्य,*kā́ryas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अभ्र,*abʰrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अभ्र,*n̥bʰrós,Proto-Indo-European,4500 BCE - 2500 BCE
क्षेत्र,*ṭṣáytram,Proto-Indo-Aryan,2000 BCE - 1500 BCE
क्षेत्र,*ćšáytram,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्षेत्र,*tḱey-,Proto-Indo-European,4500 BCE - 2500 BCE
यम,*yámHas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
यम,*yámHas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
यम,*yémHos,Proto-Indo-European,4500 BCE - 2500 BCE
यम,*Yámas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
यम,*Yámas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मान,*meh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
स्नेह,*snáyźʰas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
स्नेह,*snáyǰʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्नेह,*snóygʷʰos,Proto-Indo-European,4500 BCE - 2500 BCE
ध्यान,*dʰayHanā-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
देव,*daywás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
देव,*daywás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
देव,*deywós,Proto-Indo-European,4500 BCE - 2500 BCE
अपि,*Hápi,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अपि,*Hápi,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अपि,*h₁epi,Proto-Indo-European,4500 BCE - 2500 BCE
नमस्ते,*némos,Proto-Indo-European,4500 BCE - 2500 BCE
दूत,*duHtás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दूत,*dweh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
ह,*gʷʰen-,Proto-Indo-European,4500 BCE - 2500 BCE
ह,*ǵʰeh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
स,*sá,Proto-Indo-Aryan,2000 BCE - 1500 BCE
स,*sá,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स,*só,Proto-Indo-European,4500 BCE - 2500 BCE
स,*sm̥-,Proto-Indo-European,4500 BCE - 2500 BCE
भूगोल,भू,Sanskrit,1500 BCE - present (liturgical/classical)
भूगोल,गोल,Sanskrit,1500 BCE - present (liturgical/classical)
आम,*HaHmás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आम,*HaHmás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आम,*h₂eh₃mós,Proto-Indo-European,4500 BCE - 2500 BCE
मूत्र,*múHtrom,Proto-Indo-European,4500 BCE - 2500 BCE
डकार,ड,Sanskrit,1500 BCE - present (liturgical/classical)
डकार,कार,Sanskrit,1500 BCE - present (liturgical/classical)
स्त्री,*stríH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पुरुष,*pŕ̥Hṣas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
पुरुष,*perh₃-,Proto-Indo-European,4500 BCE - 2500 BCE
पशु,*páću,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पशु,*péḱu,Proto-Indo-European,4500 BCE - 2500 BCE
इच्छा,*h₂eys-,Proto-Indo-European,4500 BCE - 2500 BCE
रोटी,रोटी,Hindi,not available
सत्य,*Hsatyás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पत्नी,*pátniH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पत्नी,*pótnih₂,Proto-Indo-European,4500 BCE - 2500 BCE
मनुष्य,*manuṣyás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मनुष्य,*manušyás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मनुष्य,*mon-,Proto-Indo-European,4500 BCE - 2500 BCE
यूरोप,Europe,English,1550 CE - present
नदी,*nadíH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पति,*pátiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पति,*pótis,Proto-Indo-European,4500 BCE - 2500 BCE
पर्वत,*párwatas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
इतिहास,इति,Sanskrit,1500 BCE - present (liturgical/classical)
इतिहास,ह,Sanskrit,1500 BCE - present (liturgical/classical)
इतिहास,आस,Sanskrit,1500 BCE - present (liturgical/classical)
नौ,*náHuṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
नौ,*náHuš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नौ,*néh₂us,Proto-Indo-European,4500 BCE - 2500 BCE
युग,*yugám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
युग,*yugóm,Proto-Indo-European,4500 BCE - 2500 BCE
दण्ड,*taṇṭa,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
धर्म,*dʰármas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
कवि,*káwHiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
युद्ध,*Hyawdʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
युद्ध,*Hyewdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
बल,*bálas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
बल,*bálas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
बल,*bel-,Proto-Indo-European,4500 BCE - 2500 BCE
गति,*gátiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गति,*gʷémtis,Proto-Indo-European,4500 BCE - 2500 BCE
पृथ्वी,*pr̥tHwíH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पृथ्वी,*pl̥th₂éwih₂,Proto-Indo-European,4500 BCE - 2500 BCE
सर्प,*sarpás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सर्प,*sarpás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सर्प,*serp-,Proto-Indo-European,4500 BCE - 2500 BCE
गुरु,*gr̥Húṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
गुरु,*gr̥Húš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गुरु,*gʷréh₂us,Proto-Indo-European,4500 BCE - 2500 BCE
शुक्र,*śukrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
शुक्र,*ćukrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शुक्र,*ḱuk-ró-s,Proto-Indo-European,4500 BCE - 2500 BCE
पाल,*peh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
चक्र,*ćakrám,Proto-Indo-Aryan,2000 BCE - 1500 BCE
चक्र,*čakrám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चक्र,*kʷékʷlos,Proto-Indo-European,4500 BCE - 2500 BCE
हिम,*źʰimás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
हिम,*ȷ́ʰimás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हिम,*ǵʰéyōm,Proto-Indo-European,4500 BCE - 2500 BCE
बाढ,*baẓḍʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
बाढ,*bʰaždʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अणु,*Harnuṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सिंह,*sinźʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
सिंह,*sinȷ́ʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सिंह,*sinǵʰo-,Proto-Indo-European,4500 BCE - 2500 BCE
दूरभाष,telephone,English,1550 CE - present
दूरदर्शन,दूर,Sanskrit,1500 BCE - present (liturgical/classical)
दूरदर्शन,दर्शन,Sanskrit,1500 BCE - present (liturgical/classical)
गण,*h₂ger-,Proto-Indo-European,4500 BCE - 2500 BCE
शिश्न,*ćnatʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
योनि,*yawni,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्तन,*pstánas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्तन,*pstḗn,Proto-Indo-European,4500 BCE - 2500 BCE
हृदय,*źʰŕ̥dayam,Proto-Indo-Aryan,2000 BCE - 1500 BCE
हृदय,*ȷ́ʰŕ̥dayam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हृदय,*ḱr̥d-,Proto-Indo-European,4500 BCE - 2500 BCE
अंश,*Hánćas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अंश,*h₁ónḱos,Proto-Indo-European,4500 BCE - 2500 BCE
दूर,*duHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शीघ्र,*śiHgʰrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
शीघ्र,*ćiHgʰrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शीघ्र,*ḱeygʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
काम,*káHmas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गन्ध,*g(ʰ)andʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रस,*Hrásas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
रस,*Hrásas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रस,*Hros-,Proto-Indo-European,4500 BCE - 2500 BCE
अन्तर,*Hántaras,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अन्तर,*Hántaras,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अर्थ,*Hártʰam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अर्थ,*h₁ert-,Proto-Indo-European,4500 BCE - 2500 BCE
आयु,*Hā́yu,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आयु,*Hā́yu,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आयु,*h₂óyu,Proto-Indo-European,4500 BCE - 2500 BCE
आशा,*ā́śā,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आशा,*ā́ćā,Proto-Indo-Iranian,2200 BCE - 1800 BCE
उत्तर,*útˢtaras,Proto-Indo-Iranian,2200 BCE - 1800 BCE
उत्तर,*údteros,Proto-Indo-European,4500 BCE - 2500 BCE
दिन,*dinám,Proto-Indo-Aryan,2000 BCE - 1500 BCE
दिन,*dinám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दिन,*dyew-,Proto-Indo-European,4500 BCE - 2500 BCE
गर्भ,*gárbʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गीत,*giHtás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
केश,*káyśas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
केश,*káyćas ~ gáyćas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पुस्तक,*pōstaka,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मित्र,*mitrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मित्र,*mitrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मित्र,*mey-,Proto-Indo-European,4500 BCE - 2500 BCE
स्वप्न,*swápnas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्वप्न,*swépnos,Proto-Indo-European,4500 BCE - 2500 BCE
शक्ति,*ḱak-,Proto-Indo-European,4500 BCE - 2500 BCE
ऋतु,*Hr̥túš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मनस्,*mánas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मनस्,*ménos,Proto-Indo-European,4500 BCE - 2500 BCE
जगन्नाथ,जगन्,Sanskrit,1500 BCE - present (liturgical/classical)
जगन्नाथ,नाथ,Sanskrit,1500 BCE - present (liturgical/classical)
नाथ,*HnaHtʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
नाथ,*HnaHtʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नाथ,*h₃neh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
चन्द्र,*(s)ćandrás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
चन्द्र,*(s)čandrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चन्द्र,*(s)kand-,Proto-Indo-European,4500 BCE - 2500 BCE
उदर,*udáram,Proto-Indo-Aryan,2000 BCE - 1500 BCE
उदर,*udáras,Proto-Indo-Iranian,2200 BCE - 1800 BCE
उदर,*úderos,Proto-Indo-European,4500 BCE - 2500 BCE
पागल,*paggala,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मन्त्रिन्,*mantrī́,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मन्त्रिन्,*mantrī́,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मन्त्रिन्,*men-,Proto-Indo-European,4500 BCE - 2500 BCE
उचित,*Hućitás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
उचित,*Hučitás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कमर,*keh₂-#Derived terms,Proto-Indo-European,4500 BCE - 2500 BCE
कन्या,*kanyáH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
कन्या,*ken-,Proto-Indo-European,4500 BCE - 2500 BCE
हल,*źʰHalás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
हल,*ȷ́ʰHalás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हल,*ǵʰh₁ol-,Proto-Indo-European,4500 BCE - 2500 BCE
मृग,*mr̥gás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
इव,*éy,Proto-Indo-European,4500 BCE - 2500 BCE
अवतार,*h₂ew,Proto-Indo-European,4500 BCE - 2500 BCE
मेष,*mayšás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मेष,*moysós,Proto-Indo-European,4500 BCE - 2500 BCE
परुष,*parHušás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
परशु,*paraśúṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
परशु,*paraćúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
परशु,𒁄,Akkadian,not available
परशु,𒁄,Sumerian,not available
घर्म,*gʰarmás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आलु,*HaHlu,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आलु,*HaHlu,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आलु,*h₂eHlu,Proto-Indo-European,4500 BCE - 2500 BCE
इन्द्र,*índras,Proto-Indo-Aryan,2000 BCE - 1500 BCE
इन्द्र,*índras,Proto-Indo-Iranian,2200 BCE - 1800 BCE
इन्द्र,*h₃eyd-,Proto-Indo-European,4500 BCE - 2500 BCE
इन्द्र,*yənə-ø-ra,cau-cir,not available
तारा,*Hstar-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तारा,*h₂stḗr,Proto-Indo-European,4500 BCE - 2500 BCE
पूर्ण,*pr̥Hnás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पूर्ण,*pl̥h₁nós,Proto-Indo-European,4500 BCE - 2500 BCE
दम,*dámas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
दम,*dáma,Proto-Indo-Iranian,2200 BCE - 1800 BCE
दम,*dṓm,Proto-Indo-European,4500 BCE - 2500 BCE
दम,*demh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
सप्ताह,सप्त,Sanskrit,1500 BCE - present (liturgical/classical)
सप्ताह,अहर्,Sanskrit,1500 BCE - present (liturgical/classical)
मधु,*mádʰu,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मधु,*médʰu,Proto-Indo-European,4500 BCE - 2500 BCE
उत्तम,*uttamás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
उत्तम,*utˢtamás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
उत्तम,*udtm̥mós,Proto-Indo-European,4500 BCE - 2500 BCE
पद,*padám,Proto-Indo-Aryan,2000 BCE - 1500 BCE
पद,*padám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पद,*ped-,Proto-Indo-European,4500 BCE - 2500 BCE
नाक,न,Sanskrit,1500 BCE - present (liturgical/classical)
नाक,अक,Sanskrit,1500 BCE - present (liturgical/classical)
भय,*bʰeyh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
भोजन,*bʰewg-,Proto-Indo-European,4500 BCE - 2500 BCE
नक्ति,*nókʷts,Proto-Indo-European,4500 BCE - 2500 BCE
स्रवति,*sráwati,Proto-Indo-Aryan,2000 BCE - 1500 BCE
स्रवति,*sráwati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्वसृ,*swásā,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्वसृ,*swésōr,Proto-Indo-European,4500 BCE - 2500 BCE
वयति,*wáHyati,Proto-Indo-Aryan,2000 BCE - 1500 BCE
वयति,*wáHyati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चर्मन्,*čárma,Proto-Indo-Iranian,2200 BCE - 1800 BCE
चर्मन्,*(s)ker-,Proto-Indo-European,4500 BCE - 2500 BCE
भर्ग,*bʰárgas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
भर्ग,*bʰárgas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भाति,*bʰáHti,Proto-Indo-Aryan,2000 BCE - 1500 BCE
भाति,*bʰáHti,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भुरति,*bʰer-,Proto-Indo-European,4500 BCE - 2500 BCE
