Term,Stamm,Sprache,Zeitraum
Europe,Εὐρώπη,Ancient Greek,1500 BCE - 300 BCE
श्वेत,*ćwaytás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गर्भिणी,गर्भ,Sanskrit,1500 BCE - present (liturgical/classical)
गर्भिणी,-इन्,Sanskrit,1500 BCE - present (liturgical/classical)
ಪುರ್ಬು,ಪುರ್ವು,Old Kannada,450 CE - 1200 CE
ಪುರ್ಬು,भ्रू,Sanskrit,1500 BCE - present (liturgical/classical)
ಪುರ್ವು,भ्रुवौ,Sanskrit,1500 BCE - present (liturgical/classical)
अङ्क,*Hankás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अङ्क,*Hánkas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अङ्क,*h₂ónkos,Proto-Indo-European,4500 BCE - 2500 BCE
श्लोक,*śláwkas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
श्लोक,*ḱlew-,Proto-Indo-European,4500 BCE - 2500 BCE
शोक,*śṓcati,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शोक,*ḱewk-,Proto-Indo-European,4500 BCE - 2500 BCE
ನಾಟ,*nāṭu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
दक्षिण,*dáćšinas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तृप्त,*terp-,Proto-Indo-European,4500 BCE - 2500 BCE
नशा,نَشْأَة,Arabic,600 CE - present
मुष्टि,*muštíš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
گلاب,گل,Persian,1000 CE - present
گلاب,آب,Persian,1000 CE - present
नौ,*náHuṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
नौ,*náHuš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नौ,*néh₂us,Proto-Indo-European,4500 BCE - 2500 BCE
طوپ,*top,Proto-Turkic,not available
sabão,sabon,Old Portuguese,870 CE - 1400 CE
sabão,sāpōnem,Latin,700 BCE - 500 CE
sabão,*saipǭ,Proto-Germanic,500 BCE - 500 CE
sabão,*seyb-,Proto-Indo-European,4500 BCE - 2500 BCE
padre,padre,Old Portuguese,870 CE - 1400 CE
padre,pater,Latin,700 BCE - 500 CE
padre,*patēr,Proto-Italic,1000 BCE - 700 BCE (disputed)
padre,*ph₂tḗr,Proto-Indo-European,4500 BCE - 2500 BCE
padre,patrem,Latin,700 BCE - 500 CE
padre,*ph₂tḗr,Proto-Indo-European,4500 BCE - 2500 BCE
pater,*patēr,Proto-Italic,1000 BCE - 700 BCE (disputed)
pater,*ph₂tḗr,Proto-Indo-European,4500 BCE - 2500 BCE
गो,*gā́wš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गो,*gʷṓws,Proto-Indo-European,4500 BCE - 2500 BCE
धन,*dʰanH-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
धन,*dʰenh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
सस्य,*sasás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सस्य,*(s)h₁es-,Proto-Indo-European,4500 BCE - 2500 BCE
ತಿಂಗಳ್,*tinkaḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
संवत्सर,*wet-,Proto-Indo-European,4500 BCE - 2500 BCE
गति,*gátiš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गति,*gʷémtis,Proto-Indo-European,4500 BCE - 2500 BCE
प्रथम,*pratʰamás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
प्रथम,*pro-,Proto-Indo-European,4500 BCE - 2500 BCE
प्रातःकाल,प्रातर्,Sanskrit,1500 BCE - present (liturgical/classical)
प्रातःकाल,काल,Sanskrit,1500 BCE - present (liturgical/classical)
प्रिय,*priHás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
प्रिय,*priHós,Proto-Indo-European,4500 BCE - 2500 BCE
क्षत्रिय,*kšatríyas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्षत्रिय,*tek-,Proto-Indo-European,4500 BCE - 2500 BCE
गृह,*gʰr̥dʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मद्यपान,मद्य,Sanskrit,1500 BCE - present (liturgical/classical)
मद्यपान,पान,Sanskrit,1500 BCE - present (liturgical/classical)
यकृत्,*Hyákr̥,Proto-Indo-Iranian,2200 BCE - 1800 BCE
यकृत्,*Hyékʷr̥,Proto-Indo-European,4500 BCE - 2500 BCE
हेमन्त,*ȷ́ʰaymantás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ನೆತ್ತರ್,*neyttVr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
क्षेम,*ṭṣáymas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
क्षेम,*ćšáymas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्षेम,*tḱóymos,Proto-Indo-European,4500 BCE - 2500 BCE
ಗುಡಿ,*kuṭi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
द्रोह,*dʰráwgʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
द्रोह,*dʰrówgʰos,Proto-Indo-European,4500 BCE - 2500 BCE
ನೆೞಲ್,*nVẓal-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಕರ್ಬು,ಕರ್ವು,Old Kannada,450 CE - 1200 CE
ಕರ್ವು,*karumpu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಬೆರ್ಕು,*weruku,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಪೊರ್ತು,ಪೊೞ್ತು,Old Kannada,450 CE - 1200 CE
ಪೊೞ್ತು,*poẓ-tu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
पाक,𑀧𑀓𑁆𑀓,Maharastri Prakrit,1 CE - 700 CE
पाक,पक्व,Sanskrit,1500 BCE - present (liturgical/classical)
ಪೇನ್,*pēn,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಕೞ್ತೆ,*kaẓutay,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಪಾಱು,*pāṯu-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಕುಱಿ,*koṯi,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಕುಱಿ,*kuṯ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
मोह,*máwǰʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ओजस्,*Háwǰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
विकृत,वि-,Sanskrit,1500 BCE - present (liturgical/classical)
विकृत,कृत,Sanskrit,1500 BCE - present (liturgical/classical)
तनू,*tanúHs,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तनू,*tenuh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
हृद्रोग,हृद्,Sanskrit,1500 BCE - present (liturgical/classical)
हृद्रोग,रोग,Sanskrit,1500 BCE - present (liturgical/classical)
नारी,*Hnā́riš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ग्लानि,*gʷelH-,Proto-Indo-European,4500 BCE - 2500 BCE
केश,*káyśas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
केश,*káyćas ~ gáyćas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
सभापति,सभा,Sanskrit,1500 BCE - present (liturgical/classical)
सभापति,पति,Sanskrit,1500 BCE - present (liturgical/classical)
ಪಲಗೆ,फलक,Sanskrit,1500 BCE - present (liturgical/classical)
अश्व,*Háśwas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अश्व,*Háćwas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अश्व,*h₁éḱwos,Proto-Indo-European,4500 BCE - 2500 BCE
सुप्त,*suptás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रोदिति,*HráwdHti,Proto-Indo-Aryan,2000 BCE - 1500 BCE
रोदिति,*HráwdHti,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रोदिति,*HrewdH-,Proto-Indo-European,4500 BCE - 2500 BCE
गृध्र,*gr̥dʰrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
क्रीडति,*kriẓḍ-,Proto-Indo-Aryan,2000 BCE - 1500 BCE
अष्टम,*aštamás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
अष्टम,*oḱtṓw,Proto-Indo-European,4500 BCE - 2500 BCE
क्षीर,*kšiHrám,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पयस्,*páyHas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पयस्,*peyH-,Proto-Indo-European,4500 BCE - 2500 BCE
विष्णु,*weys-,Proto-Indo-European,4500 BCE - 2500 BCE
तमस्,*támHas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तमस्,*témHos,Proto-Indo-European,4500 BCE - 2500 BCE
हिङ्गु,*Hángwr̥,Proto-Iranian,not available
वज्र,*wáȷ́ras,Proto-Indo-Aryan,2000 BCE - 1500 BCE
वज्र,*wáȷ́ras,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वज्र,*weǵ-,Proto-Indo-European,4500 BCE - 2500 BCE
शिष्य,शास्,Sanskrit,1500 BCE - present (liturgical/classical)
नवम,*Hnawamás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नवम,*h₁néwn̥,Proto-Indo-European,4500 BCE - 2500 BCE
दशम,*daćamás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
𑀫𑀟,मृत,Sanskrit,1500 BCE - present (liturgical/classical)
कपोत,*kapáwtas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शिश्न,*ćnatʰ-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ಪೋಳಿಗೆ,पौलिका,Sanskrit,1500 BCE - present (liturgical/classical)
तारा,*Hstar-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तारा,*h₂stḗr,Proto-Indo-European,4500 BCE - 2500 BCE
यशस्,*yáćas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ಆನ್,*yāṉ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
अन्यथा,*HanyátʰaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मुहूर्त,*mr̥ȷ́ʰúš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मुहूर्त,*mréǵʰus,Proto-Indo-European,4500 BCE - 2500 BCE
सप्तम,*saptamás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हव्य,*ǵʰew-,Proto-Indo-European,4500 BCE - 2500 BCE
हव्य,*ǵʰewH-,Proto-Indo-European,4500 BCE - 2500 BCE
जल्म,जन्म,Sanskrit,1500 BCE - present (liturgical/classical)
शंकर,शम्,Sanskrit,1500 BCE - present (liturgical/classical)
शंकर,कर,Sanskrit,1500 BCE - present (liturgical/classical)
सदाशिव,सदा,Sanskrit,1500 BCE - present (liturgical/classical)
सदाशिव,शिव,Sanskrit,1500 BCE - present (liturgical/classical)
श्रीनिवास,श्री,Sanskrit,1500 BCE - present (liturgical/classical)
श्रीनिवास,निवास,Sanskrit,1500 BCE - present (liturgical/classical)
batata,batata,Taíno,not available
स्वादिष्ठ,*sweh₂d-,Proto-Indo-European,4500 BCE - 2500 BCE
राजपुत्र,राजन्,Sanskrit,1500 BCE - present (liturgical/classical)
राजपुत्र,पुत्र,Sanskrit,1500 BCE - present (liturgical/classical)
नभस्,*nábʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नभस्,*nébʰos,Proto-Indo-European,4500 BCE - 2500 BCE
प्रतिमा,प्रति,Sanskrit,1500 BCE - present (liturgical/classical)
प्रतिमा,मा,Sanskrit,1500 BCE - present (liturgical/classical)
देवी,*déywih₂,Proto-Indo-European,4500 BCE - 2500 BCE
स्नेह,*snáyźʰas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
स्नेह,*snáyǰʰas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
स्नेह,*snóygʷʰos,Proto-Indo-European,4500 BCE - 2500 BCE
ಪುಲ್,*pul,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
aeroplane,aéroplane,French,1600 CE - present
aeroplane,ἀερόπλανος,Ancient Greek,1500 BCE - 300 BCE
गुरु,*gr̥Húṣ,Proto-Indo-Aryan,2000 BCE - 1500 BCE
गुरु,*gr̥Húš,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गुरु,*gʷréh₂us,Proto-Indo-European,4500 BCE - 2500 BCE
वापी,*weHp-,Proto-Indo-European,4500 BCE - 2500 BCE
अघ,*Hagʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
गोपाल,*gʷṓws,Proto-Indo-European,4500 BCE - 2500 BCE
पक्ष,*pakšás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
पक्ष,*peg-,Proto-Indo-European,4500 BCE - 2500 BCE
𑀤𑀸𑀠𑀺𑀆,दाढिका,Sanskrit,1500 BCE - present (liturgical/classical)
दाढिका,*denḱ-,Proto-Indo-European,4500 BCE - 2500 BCE
कुम्भकार,कुम्भ,Sanskrit,1500 BCE - present (liturgical/classical)
कुम्भकार,कार,Sanskrit,1500 BCE - present (liturgical/classical)
राज्ञी,*h₃rḗǵnih₂,Proto-Indo-European,4500 BCE - 2500 BCE
रोक,*rawkás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
रामचन्द्र,राम,Sanskrit,1500 BCE - present (liturgical/classical)
रामचन्द्र,चन्द्र,Sanskrit,1500 BCE - present (liturgical/classical)
वयस्,*wáyHas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
वयस्,*weyh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
शकृत्,*ćákr̥,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शकृत्,*ḱókʷr̥,Proto-Indo-European,4500 BCE - 2500 BCE
ಬಿಲ್,*wil,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ಒಡಿಪು,उडुप,Sanskrit,1500 BCE - present (liturgical/classical)
master,maister,Middle English,1150 CE - 1500 CE
master,mǣster,Old English,450 CE - 1150 CE
master,magister,Latin,700 BCE - 500 CE
master,magester,Old Latin,not available
master,*méǵh₂s,Proto-Indo-European,4500 BCE - 2500 BCE
master,maistre,Old French,800 CE - 1400 CE
Englisch,Englisc,Old English,450 CE - 1150 CE
इति,*éy,Proto-Indo-European,4500 BCE - 2500 BCE
ह,*gʷʰen-,Proto-Indo-European,4500 BCE - 2500 BCE
ह,*ǵʰeh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
आस,*HáHsas,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आस,*HáHsas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आस,*h₂eHs-,Proto-Indo-European,4500 BCE - 2500 BCE
आस,*Hā́sa,Proto-Indo-Aryan,2000 BCE - 1500 BCE
आस,*Hā́sa,Proto-Indo-Iranian,2200 BCE - 1800 BCE
आस,*h₁ós-m̥,Proto-Indo-European,4500 BCE - 2500 BCE
धूम,*dʰuHmás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
धूम,*dʰuh₂mós,Proto-Indo-European,4500 BCE - 2500 BCE
दर्शन,*derḱ-,Proto-Indo-European,4500 BCE - 2500 BCE
hospital,hospital,Old French,800 CE - 1400 CE
hospital,hospitālis,Latin,700 BCE - 500 CE
hospital,hospitālis,Late Latin,200 CE - 600 CE
hospital,hospitālis,Latin,700 BCE - 500 CE
पोत,*peh₂w-,Proto-Indo-European,4500 BCE - 2500 BCE
मा,*maH,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मा,*maH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मा,*meh₁,Proto-Indo-European,4500 BCE - 2500 BCE
मा,*máHm,Proto-Indo-Aryan,2000 BCE - 1500 BCE
मा,*máHm,Proto-Indo-Iranian,2200 BCE - 1800 BCE
मा,*meh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
तद्,*tád,Proto-Indo-Aryan,2000 BCE - 1500 BCE
तद्,*tád,Proto-Indo-Iranian,2200 BCE - 1800 BCE
तद्,*tód,Proto-Indo-European,4500 BCE - 2500 BCE
Marie,Marie,Old French,800 CE - 1400 CE
Marie,Maria,Latin,700 BCE - 500 CE
Marie,Μαρία,Ancient Greek,1500 BCE - 300 BCE
Maria,Μαρίᾱ,Ancient Greek,1500 BCE - 300 BCE
Maria,מרים,Aramaic,not available
Maria,מרים,Hebrew,900 BCE - 500 CE
Μαρία,מרים,Aramaic,not available
Cristemasse,Cristes mæsse,Old English,450 CE - 1150 CE
chirche,ċiriċe,Old English,450 CE - 1150 CE
chirche,*kirikā,Proto-West Germanic,before 500 CE (unconfirmed)
chirche,κυριακόν,Ancient Greek,1500 BCE - 300 BCE
गण,*h₂ger-,Proto-Indo-European,4500 BCE - 2500 BCE
देव,*daywás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
देव,*daywás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
देव,*deywós,Proto-Indo-European,4500 BCE - 2500 BCE
Europa,Εὐρώπᾱ,Ancient Greek,1500 BCE - 300 BCE
-इन्,*-iHnas,Proto-Indo-Iranian,2200 BCE - 1800 BCE
-इन्,*-iHnos,Proto-Indo-European,4500 BCE - 2500 BCE
भ्रू,*HbʰrúHs,Proto-Indo-Iranian,2200 BCE - 1800 BCE
भ्रू,*h₃bʰrúHs,Proto-Indo-European,4500 BCE - 2500 BCE
گل,gwl,Middle Persian,300 BCE - 651 CE
گل,*vr̥da-,Old Persian,600 BCE - 300 BCE
گل,*wṛda-,Proto-Iranian,not available
گل,*wr̥dʰo-,Proto-Indo-European,4500 BCE - 2500 BCE
گل,*Hwerdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
گل,TYNA,Middle Persian,300 BCE - 651 CE
گل,goal,English,1550 CE - present
آب,ʾp̄,Middle Persian,300 BCE - 651 CE
آب,𐎠𐎱𐎡𐎹𐎠,Old Persian,600 BCE - 300 BCE
آب,*Hā́fš,Proto-Iranian,not available
آب,*Hā́ps,Proto-Indo-Iranian,2200 BCE - 1800 BCE
آب,*h₂ep-,Proto-Indo-European,4500 BCE - 2500 BCE
काल,*kār,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
वि-,*wi,Proto-Indo-European,4500 BCE - 2500 BCE
कृत,*kr̥tás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हृद्,*źʰŕ̥d,Proto-Indo-Aryan,2000 BCE - 1500 BCE
हृद्,*ȷ́ʰŕ̥dayam,Proto-Indo-Iranian,2200 BCE - 1800 BCE
हृद्,*ḱr̥d-,Proto-Indo-European,4500 BCE - 2500 BCE
शास्,*ḱeh₁s-,Proto-Indo-European,4500 BCE - 2500 BCE
शम्,*ḱemh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
शम्,*ćwamH-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
शम्,*ḱewh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
सदा,*sádaH,Proto-Indo-Iranian,2200 BCE - 1800 BCE
श्री,*ćriHrás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
निवास,नि,Sanskrit,1500 BCE - present (liturgical/classical)
निवास,वास,Sanskrit,1500 BCE - present (liturgical/classical)
प्रति,*per-,Proto-Indo-European,4500 BCE - 2500 BCE
aéroplane,ἀερόπλανος,Ancient Greek,1500 BCE - 300 BCE
कुम्भ,*kumbʰás,Proto-Indo-Aryan,2000 BCE - 1500 BCE
कुम्भ,*kʰumbʰás,Proto-Indo-Iranian,2200 BCE - 1800 BCE
maister,maistre,Old French,800 CE - 1400 CE
maister,mǣġester,Old English,450 CE - 1150 CE
maister,magister,Latin,700 BCE - 500 CE
magister,*magisteros,Proto-Italic,1000 BCE - 700 BCE (disputed)
magister,*-teros,Proto-Indo-European,4500 BCE - 2500 BCE
maistre,magister,Latin,700 BCE - 500 CE
gwl,*vr̥da-,Old Persian,600 BCE - 300 BCE
gwl,*wṛda-,Proto-Iranian,not available
gwl,*wr̥dʰo-,Proto-Indo-European,4500 BCE - 2500 BCE
gwl,*HweRdʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
goal,gol,Middle English,1150 CE - 1500 CE
goal,gāl,Old English,450 CE - 1150 CE
ʾp̄,𐎠𐎱𐎡𐎹𐎠,Old Persian,600 BCE - 300 BCE
ʾp̄,*Hā́ps,Proto-Indo-Iranian,2200 BCE - 1800 BCE
ʾp̄,*h₂ep-,Proto-Indo-European,4500 BCE - 2500 BCE
𐎠𐎱𐎡𐎹𐎠,*Hā́fš,Proto-Iranian,not available
𐎠𐎱𐎡𐎹𐎠,*Hā́ps,Proto-Indo-Iranian,2200 BCE - 1800 BCE
𐎠𐎱𐎡𐎹𐎠,*h₂ep-,Proto-Indo-European,4500 BCE - 2500 BCE
नि,*ní,Proto-Indo-Aryan,2000 BCE - 1500 BCE
नि,*ní,Proto-Indo-Iranian,2200 BCE - 1800 BCE
नि,*(h₁)ni,Proto-Indo-European,4500 BCE - 2500 BCE
नि,*h₁én,Proto-Indo-European,4500 BCE - 2500 BCE
वास,*h₂wes-,Proto-Indo-European,4500 BCE - 2500 BCE
